Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2002,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,7077,140.3
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,8548,100.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Alabama,6443,110.4
2002,All causes (A00-Y89),All causes,Alabama,12829,249.3
2002,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,9127,123.9
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,17241,193.5
2002,All causes (A00-Y89),All causes,Alabama,17437,332.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,16525,239.7
2002,Alzheimer disease (G30),Alzheimer’s disease,Alabama,7805,128.8
2003,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,6265,99.4
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,4091,100.4
2003,Diabetes mellitus (E10-E14),Diabetes,Alabama,6847,106.7
2003,Alzheimer disease (G30),Alzheimer’s disease,Alabama,3575,167.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Alabama,9598,119.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,7930,178.5
2003,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,7428,159.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,4948,138
2003,All causes (A00-Y89),All causes,Alabama,17229,234.3
2003,Alzheimer disease (G30),Alzheimer’s disease,Alabama,5459,124.8
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,9567,69.6
2003,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,7889,105.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,7112,205.1
2003,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,6989,109.2
2004,Alzheimer disease (G30),Alzheimer’s disease,Alabama,5004,147
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,5081,140
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,8244,84
2004,Malignant neoplasms (C00-C97),Cancer,Alabama,6371,222.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Alabama,5151,124.8
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,4991,184.6
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3032,176.1
2004,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,7597,138.8
2004,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,9937,132.2
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,4406,153.6
2005,Diabetes mellitus (E10-E14),Diabetes,Alabama,3082,159.6
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,4265,111.2
2005,Alzheimer disease (G30),Alzheimer’s disease,Alabama,8134,108.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,4168,106.7
2005,Malignant neoplasms (C00-C97),Cancer,Alabama,7030,224.5
2005,Malignant neoplasms (C00-C97),Cancer,Alabama,12123,238.6
2005,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,3255,168.1
2005,Diabetes mellitus (E10-E14),Diabetes,Alabama,5381,123.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3810,173
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,7019,197.5
2006,All causes (A00-Y89),All causes,Alabama,14311,175.7
2006,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,4034,123.6
2006,Alzheimer disease (G30),Alzheimer’s disease,Alabama,6939,125.9
2006,All causes (A00-Y89),All causes,Alabama,8139,268.8
2006,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,5250,161.1
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,7034,149.4
2006,Diabetes mellitus (E10-E14),Diabetes,Alabama,7724,140
2006,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,13799,174
2007,Malignant neoplasms (C00-C97),Cancer,Alabama,9145,177.6
2007,Malignant neoplasms (C00-C97),Cancer,Alabama,7466,316.4
2007,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,6035,92.6
2007,Malignant neoplasms (C00-C97),Cancer,Alabama,5356,228.6
2007,Malignant neoplasms (C00-C97),Cancer,Alabama,16188,161.3
2007,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,9594,231.8
2007,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,3848,100.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Alabama,4497,99.1
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,15247,283.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,3754,133.4
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,9566,218.8
2008,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,3072,116.6
2008,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,2041,99.9
2008,Malignant neoplasms (C00-C97),Cancer,Alabama,9160,239
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,6528,108.2
2008,Diabetes mellitus (E10-E14),Diabetes,Alabama,7051,107.6
2008,Diabetes mellitus (E10-E14),Diabetes,Alabama,4708,112.6
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,3980,102.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,10539,92.3
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,6105,106.8
2009,Diabetes mellitus (E10-E14),Diabetes,Alabama,12447,133.3
2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,5741,96.5
2009,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,10118,79.2
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,5569,135
2009,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,12111,125.8
2009,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,11298,143
2009,All causes (A00-Y89),All causes,Alabama,12118,287.4
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,10897,186.3
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,2555,88.9
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,7187,95.7
2010,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,4529,116.9
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,15803,152
2010,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,4729,158.5
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,11928,212.4
2010,Alzheimer disease (G30),Alzheimer’s disease,Alabama,4535,97.8
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,3581,128.9
2010,Malignant neoplasms (C00-C97),Cancer,Alabama,6730,146.6
2010,Diabetes mellitus (E10-E14),Diabetes,Alabama,5230,121.5
2010,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2105,94.4
2011,Diabetes mellitus (E10-E14),Diabetes,Alabama,5947,132.6
2011,All causes (A00-Y89),All causes,Alabama,18099,224.3
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,8423,125.8
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,6467,297.7
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,6355,94.2
2011,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,3001,111.8
2011,Diabetes mellitus (E10-E14),Diabetes,Alabama,11959,120.4
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,6423,102.5
2011,Alzheimer disease (G30),Alzheimer’s disease,Alabama,2019,146.5
2011,Diabetes mellitus (E10-E14),Diabetes,Alabama,4105,94.2
2011,All causes (A00-Y89),All causes,Alabama,5826,254
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,6279,146.1
2012,Cerebrovascular diseases (I60-I69),Stroke,Alabama,10018,139.8
2012,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,6518,119.3
2012,Malignant neoplasms (C00-C97),Cancer,Alabama,10308,198.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Alabama,8591,120.4
2012,All causes (A00-Y89),All causes,Alabama,10078,284.8
2012,All causes (A00-Y89),All causes,Alabama,19153,248.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,11561,211.4
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,6020,98.9
2012,Alzheimer disease (G30),Alzheimer’s disease,Alabama,6461,148.7
2012,Diabetes mellitus (E10-E14),Diabetes,Alabama,9009,88.9
2012,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,7362,145.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,3320,114.5
2013,Diabetes mellitus (E10-E14),Diabetes,Alabama,6021,123.7
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,5671,161
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,8911,156.1
2013,Cerebrovascular diseases (I60-I69),Stroke,Alabama,6759,133.3
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,3020,154.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,6749,104.8
2013,All causes (A00-Y89),All causes,Alabama,12993,189.3
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,5733,106.3
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,7430,135.4
2013,Malignant neoplasms (C00-C97),Cancer,Alabama,6252,148
2013,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,3851,93.1
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,4632,146.3
2013,Malignant neoplasms (C00-C97),Cancer,Alabama,10889,182.1
2014,Malignant neoplasms (C00-C97),Cancer,Alabama,6893,223.4
2014,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,8846,109.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,7958,141.6
2014,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,6229,103.2
2014,Alzheimer disease (G30),Alzheimer’s disease,Alabama,4396,164.1
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,6768,114.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Alabama,4251,124.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,14867,167.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,4926,112.3
2014,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,4386,154.8
2014,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alabama,6773,132.2
2015,All causes (A00-Y89),All causes,Alabama,16206,231.4
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,9165,128.5
2015,Alzheimer disease (G30),Alzheimer’s disease,Alabama,6605,140.7
2015,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,4216,79.3
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,6125,251.9
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,5360,93.2
2015,Malignant neoplasms (C00-C97),Cancer,Alabama,13350,235.4
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,4266,158.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,4541,97.9
2015,Cerebrovascular diseases (I60-I69),Stroke,Alabama,10098,117.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,4003,117
2015,All causes (A00-Y89),All causes,Alabama,14868,248.6
2016,Alzheimer disease (G30),Alzheimer’s disease,Alabama,10444,98.7
2016,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,10992,137.4
2016,All causes (A00-Y89),All causes,Alabama,10073,313.8
2016,Alzheimer disease (G30),Alzheimer’s disease,Alabama,15805,142
2016,All causes (A00-Y89),All causes,Alabama,16070,261.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,3680,84.1
2016,Alzheimer disease (G30),Alzheimer’s disease,Alabama,2739,113.3
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,25868,162.9
2016,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alabama,4974,85.6
2017,Alzheimer disease (G30),Alzheimer’s disease,Alabama,11287,96.7
2017,Diabetes mellitus (E10-E14),Diabetes,Alabama,4642,124.4
2017,All causes (A00-Y89),All causes,Alabama,22202,284.4
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,9870,199
2017,Alzheimer disease (G30),Alzheimer’s disease,Alabama,15137,120.5
2017,All causes (A00-Y89),All causes,Alabama,12335,231.1
1999,Cerebrovascular diseases (I60-I69),Stroke,Alaska,327,109.8
1999,All causes (A00-Y89),All causes,Alaska,1522,200.2
1999,Malignant neoplasms (C00-C97),Cancer,Alaska,1017,193
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,421,198.6
1999,Alzheimer disease (G30),Alzheimer’s disease,Alaska,405,108
1999,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,621,120.2
1999,Malignant neoplasms (C00-C97),Cancer,Alaska,517,162
1999,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,440,75.3
1999,Diabetes mellitus (E10-E14),Diabetes,Alaska,333,96.1
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,691,178.7
1999,All causes (A00-Y89),All causes,Alaska,1644,321.3
2000,Alzheimer disease (G30),Alzheimer’s disease,Alaska,604,98.5
2000,Cerebrovascular diseases (I60-I69),Stroke,Alaska,217,144.6
2000,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,419,147.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,481,138.3
2000,Malignant neoplasms (C00-C97),Cancer,Alaska,826,152.8
2000,Diabetes mellitus (E10-E14),Diabetes,Alaska,259,83.3
2000,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,373,113
2000,All causes (A00-Y89),All causes,Alaska,782,252.8
2000,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,221,87.1
2000,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,439,133.3
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,396,154.2
2000,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,324,90.1
2001,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,323,62.2
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,303,101.6
2001,All causes (A00-Y89),All causes,Alaska,971,293.8
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,400,177.6
2001,All causes (A00-Y89),All causes,Alaska,389,254.8
2001,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,374,120
2001,All causes (A00-Y89),All causes,Alaska,621,279.7
2001,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,192,85
2002,Alzheimer disease (G30),Alzheimer’s disease,Alaska,280,106.8
2002,Diabetes mellitus (E10-E14),Diabetes,Alaska,560,98.6
2002,All causes (A00-Y89),All causes,Alaska,1276,268.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,411,85.3
2002,Alzheimer disease (G30),Alzheimer’s disease,Alaska,311,80.3
2002,Malignant neoplasms (C00-C97),Cancer,Alaska,364,197.6
2002,Cerebrovascular diseases (I60-I69),Stroke,Alaska,556,119.3
2002,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,330,95.8
2002,All causes (A00-Y89),All causes,Alaska,2564,230.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,780,173.5
2002,Alzheimer disease (G30),Alzheimer’s disease,Alaska,398,91.9
2002,All causes (A00-Y89),All causes,Alaska,1169,194.7
2002,Cerebrovascular diseases (I60-I69),Stroke,Alaska,1206,113.1
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,399,96.4
2002,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,709,90.2
2003,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,504,100.9
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,395,82.2
2003,Diabetes mellitus (E10-E14),Diabetes,Alaska,570,108.4
2003,Malignant neoplasms (C00-C97),Cancer,Alaska,915,173.7
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,341,108.1
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,226,66.5
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,427,90.7
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,462,104
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,548,127.2
2003,Malignant neoplasms (C00-C97),Cancer,Alaska,536,145.5
2004,Alzheimer disease (G30),Alzheimer’s disease,Alaska,632,106
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,535,110.1
2004,Diabetes mellitus (E10-E14),Diabetes,Alaska,333,127.8
2004,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,453,113.6
2004,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,392,134.8
2004,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,621,108.2
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,581,86.6
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,661,160
2004,Malignant neoplasms (C00-C97),Cancer,Alaska,857,158.3
2004,All causes (A00-Y89),All causes,Alaska,671,224.7
2004,All causes (A00-Y89),All causes,Alaska,721,146.5
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,452,94.7
2004,Malignant neoplasms (C00-C97),Cancer,Alaska,549,218.5
2004,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,605,76.9
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,231,111.5
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,541,83.6
2005,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,144,75.8
2005,Malignant neoplasms (C00-C97),Cancer,Alaska,718,151.7
2005,Diabetes mellitus (E10-E14),Diabetes,Alaska,317,92
2005,All causes (A00-Y89),All causes,Alaska,674,307
2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,478,92.5
2006,Diabetes mellitus (E10-E14),Diabetes,Alaska,795,111.6
2006,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,302,93.7
2006,Diabetes mellitus (E10-E14),Diabetes,Alaska,570,88.7
2006,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,585,90.9
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,1194,124.8
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,466,92.5
2006,All causes (A00-Y89),All causes,Alaska,1438,232.8
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,287,91.2
2006,All causes (A00-Y89),All causes,Alaska,801,170.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,196,74
2007,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,354,107.6
2007,Malignant neoplasms (C00-C97),Cancer,Alaska,788,158.7
2007,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,422,87.4
2007,All causes (A00-Y89),All causes,Alaska,1099,176.4
2008,Alzheimer disease (G30),Alzheimer’s disease,Alaska,239,102.6
2008,Diabetes mellitus (E10-E14),Diabetes,Alaska,493,100.1
2008,All causes (A00-Y89),All causes,Alaska,545,271.2
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,1466,238
2008,Alzheimer disease (G30),Alzheimer’s disease,Alaska,354,93.5
2008,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,643,128.8
2008,Alzheimer disease (G30),Alzheimer’s disease,Alaska,364,97.1
2008,Alzheimer disease (G30),Alzheimer’s disease,Alaska,160,126.6
2008,Alzheimer disease (G30),Alzheimer’s disease,Alaska,509,94.3
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,262,92.8
2009,Diabetes mellitus (E10-E14),Diabetes,Alaska,694,114.1
2009,Cerebrovascular diseases (I60-I69),Stroke,Alaska,894,93.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Alaska,381,104.8
2009,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,502,58.8
2009,Alzheimer disease (G30),Alzheimer’s disease,Alaska,545,90.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,1198,105.5
2009,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,440,87.5
2009,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,401,86.3
2009,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,386,110.7
2010,Malignant neoplasms (C00-C97),Cancer,Alaska,973,191.6
2010,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,400,73.8
2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,384,126.4
2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,301,106.3
2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,437,93.8
2010,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,390,74.6
2010,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,357,126.8
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,406,67.3
2010,Alzheimer disease (G30),Alzheimer’s disease,Alaska,576,110.9
2011,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,207,98.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,295,78.8
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,359,112.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,389,72.6
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,462,68.9
2011,Alzheimer disease (G30),Alzheimer’s disease,Alaska,427,78.1
2011,Malignant neoplasms (C00-C97),Cancer,Alaska,544,176.1
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,497,96.1
2011,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,232,67.7
2011,Alzheimer disease (G30),Alzheimer’s disease,Alaska,352,116.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,411,78.3
2012,All causes (A00-Y89),All causes,Alaska,561,173.7
2012,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,524,129.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,714,70.7
2012,Diabetes mellitus (E10-E14),Diabetes,Alaska,521,95.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,472,81.7
2012,Alzheimer disease (G30),Alzheimer’s disease,Alaska,501,99.8
2012,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Alaska,503,76.5
2012,Diabetes mellitus (E10-E14),Diabetes,Alaska,463,85.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,718,145.8
2012,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,563,122.1
2012,Diabetes mellitus (E10-E14),Diabetes,Alaska,363,64.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Alaska,489,70.4
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,648,222.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,310,86
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Alaska,676,69.6
2013,Malignant neoplasms (C00-C97),Cancer,Alaska,326,105.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,443,126
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,254,100
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,345,95.4
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,402,149.4
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,697,162.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,560,170.2
2014,All causes (A00-Y89),All causes,Alaska,765,186.2
