Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  7,041",152.2
2010,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"  6,751",153.8
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,250",144.2
2008,All Causes,All causes,Alabama,"  7,354",147.4
2007,Diabetes mellitus (E10-E14),Diabetes,Alabama,"  6,937",157.5
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  8,304",161.8
2017,All Causes,All causes,Alabama,"  9,069",142.4
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,729",164.5
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,"  7,200",166.9
2011,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,398",152.5
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  7,321",157.3
2010,Malignant neoplasms (C00-C97),Cancer,Alabama,"  7,007",141.8
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  7,290",177.0
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,497",149.8
2013,Malignant neoplasms (C00-C97),Cancer,Alabama,"  7,700",142.4
2009,Malignant neoplasms (C00-C97),Cancer,Alabama,"  7,003",154.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"  8,009",143.3
2003,Malignant neoplasms (C00-C97),Cancer,Alabama,"  6,908",168.2
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,370",170.6
2016,All Causes,All causes,Alabama,"  8,440",144.2
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"  7,355",146.4
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,814",163.1
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"  7,482",148.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  8,434",134.8
2000,All Causes,All causes,Alabama,"  7,179",167.9
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,898",145.2
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  7,463",173.8
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  7,649",168.0
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  8,114",143.0
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  7,403",144.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,"  7,124",144.2
2016,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,695",139.7
2008,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,502",155.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  7,849",158.3
2009,All Causes,All causes,Alabama,"  7,763",143.5
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  8,856",134.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,366",156.2
2012,Malignant neoplasms (C00-C97),Cancer,Alabama,"  8,764",141.6
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  8,247",156.2
2003,All Causes,All causes,Alabama,"  7,810",169.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,"  8,268",136.2
2001,All Causes,All causes,Alabama,"  7,597",176.3
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  7,230",156.8
2002,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"  7,603",165.7
1999,All Causes,All causes,Alabama,"  7,247",171.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"  7,518",155.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"  7,359",149.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,719",144.9
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  7,639",142.1
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  7,464",155.1
2010,Diabetes mellitus (E10-E14),Diabetes,Alabama,"  7,617",145.8
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,"  7,624",148.3
2013,All Causes,All causes,Alabama,"  8,187",143.0
2000,Malignant neoplasms (C00-C97),Cancer,Alabama,"  7,304",174.4
2010,All Causes,All causes,Alabama,"  7,795",143.4
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"  7,498",171.9
1999,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"  7,482",174.5
2014,Malignant neoplasms (C00-C97),Cancer,Alabama,"  8,198",141.0
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,"  7,088",155.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"  7,329",153.7
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  7,032",171.1
2002,All Causes,All causes,Alabama,"  7,426",174.5
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,"  7,728",154.6
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  8,266",143.7
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,"  8,486",133.0
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    619,112.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    560,119.1
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    584,114.8
2009,Malignant neoplasms (C00-C97),Cancer,Alaska,    577,118.6
2006,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    552,125.6
2008,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    541,117.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    624,110.9
2003,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    588,134.6
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    557,127.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    528,146.0
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    511,115.3
2007,Malignant neoplasms (C00-C97),Cancer,Alaska,    546,122.0
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    567,111.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    521,138.7
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    514,137.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    579,134.5
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    592,125.0
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    562,112.5
2006,Diabetes mellitus (E10-E14),Diabetes,Alaska,    560,122.9
2001,All Causes,All causes,Alaska,    554,133.3
2008,All Causes,All causes,Alaska,    556,118.0
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    618,114.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    617,113.3
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    579,125.2
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    541,113.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    583,120.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    548,130.2
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    600,120.1
2010,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    555,119.8
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    547,143.2
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    605,112.5
2001,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    541,129.4
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    670,118.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    560,113.7
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    519,140.5
2010,Malignant neoplasms (C00-C97),Cancer,Alaska,    516,124.9
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    495,119.6
2007,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    538,120.1
2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    541,129.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    526,137.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    537,128.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    601,116.3
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    546,119.6
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    601,111.2
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    533,122.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    598,114.9
2000,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    513,133.7
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    572,135.2
2003,Malignant neoplasms (C00-C97),Cancer,Alaska,    551,128.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    557,137.1
2009,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    602,117.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    565,144.9
2011,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    587,118.3
2004,Malignant neoplasms (C00-C97),Cancer,Alaska,    488,126.7
2004,All Causes,All causes,Alaska,    523,129.8
2005,Diabetes mellitus (E10-E14),Diabetes,Alaska,    582,125.3
2015,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    608,114.2
2011,All Causes,All causes,Alaska,    576,115.3
2015,Malignant neoplasms (C00-C97),Cancer,Alaska,    600,115.8
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    680,111.0
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    568,139.4
2017,All Causes,All causes,Alaska,    644,113.7
2003,Diabetes mellitus (E10-E14),Diabetes,Alaska,    617,139.9
2012,Malignant neoplasms (C00-C97),Cancer,Alaska,    616,115.0
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    584,128.7
2014,Malignant neoplasms (C00-C97),Cancer,Alaska,    561,112.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    555,122.6
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    535,133.4
2010,Diabetes mellitus (E10-E14),Diabetes,Alaska,    521,114.3
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    591,117.2
2012,All Causes,All causes,Alaska,    544,106.0
2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    568,111.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    597,146.4
2014,All Causes,All causes,Alaska,    599,109.0
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    555,128.9
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    555,135.9
2005,All Causes,All causes,Alaska,    570,115.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    539,121.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    501,124.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    553,130.8
1999,Malignant neoplasms (C00-C97),Cancer,Alaska,    551,138.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    564,121.1
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,    688,116.4
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    589,123.6
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    546,114.1
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,    578,117.1
2000,Malignant neoplasms (C00-C97),Cancer,Alaska,    543,132.9
2014,Diabetes mellitus (E10-E14),Diabetes,Alaska,    581,107.2
2005,Malignant neoplasms (C00-C97),Cancer,Alaska,    569,129.5
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    516,116.5
1999,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    533,139.6
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    570,112.7
2013,Diabetes mellitus (E10-E14),Diabetes,Alaska,    579,116.9
2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    627,122.4
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    590,112.4
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    559,127.7
2009,All Causes,All causes,Alaska,    585,125.7
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    602,122.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    578,109.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,    606,120.0
2017,Diabetes mellitus (E10-E14),Diabetes,Alaska,    672,116.1
2002,Diabetes mellitus (E10-E14),Diabetes,Alaska,    529,135.0
2009,Cerebrovascular diseases (I60-I69),Stroke,Alaska,    509,122.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,    601,112.9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,    578,113.0
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,    495,139.6
2001,Malignant neoplasms (C00-C97),Cancer,Alaska,    558,143.3
2016,Alzheimer's disease (G30),Alzheimer's disease,Alaska,    542,110.0
